,sentence,label
3240,the train from Wilmslow from 15:46 is forward facing at the window non-smoking,assertive
3241,Shoot straight.,imperative
3242,and it leaves at 3,assertive
3243,these are all American,assertive
3244,please lower your voice,imperative
3245,this is a new reservation here,interrogative
3246,or was it,interrogative
3247,what date would you like to travel,interrogative
3248,and your extension,imperative
3249,i... i... is this a Saturday,interrogative
3250,get into Birmingham,assertive
3251,it's almost the same price if you go round trip,assertive
3252,then it's going to be 20 pounds 40,assertive
3253,so it should be,assertive
3254,you you you would get business class from the US to your European gateway city,assertive
3255,Find the remote!,imperative
3256,have you said you have to arrive on a Thursday,interrogative
3257,that sounds,assertive
3258,that's uh United flight 12 on the 12th of June,interrogative
3259,or it's the 9:35,assertive
3260,can i leave it open please,interrogative
3261,leaving from Atlanta at 8:32 p_m,assertive
3262,you have no idea what they are,assertive
3263,full Y would be 495 07 each direction for uh to get him up to uh,assertive
3264,when i've had just received them,assertive
3265,and that's for the 8th of October,interrogative
3266,what date would you like to depart from London,interrogative
3267,i think that'll,assertive
3268,hold the line,assertive
3269,does that change uh the cost,interrogative
3270,and you said you wanted to travel next week,interrogative
3271,take the 7 o'clock a m American flight,assertive
3272,and you arrive in Blackpool North for 20:15,assertive
3273,and that's the only available one there,interrogative
3274,you arrive at 21:06,assertive
3275,i don't need his yet,assertive
3276,arriving in Euston at 12:32,assertive
3277,have to wait to the very last day on some of these people,assertive
3278,what date is it you're returning,interrogative
3279,i can do it right now actually uh,assertive
3280,and you said that was on the 14th of July that you had to travel,interrogative
3281,to Wrexham,assertive
3282,then the cheapest fare that's going to be available is your Super Saver return at 50 pounds 50,assertive
3283,it's a full refund less five pounds,assertive
3284,and your contact telephone number,interrogative
3285,but i could do other business  there,assertive
3286,it leaves at 3:43,assertive
3287,nights of 7th and 8th of August in New York,assertive
3288,it goes to Charlotte North Carolina as a connection city,assertive
3289,so i need to get the information on that,assertive
3290,Crack your iphone.,imperative
3291,the 4 of us will be sat together won't we,interrogative
3292,and,assertive
3293,that is a Super Saver is it,interrogative
3294,nothing,interrogative
3295,i would need to know the date you're checking in and the date you're checking out,assertive
3296,rear facing if you have it please,assertive
3297,one of them is,assertive
3298,so we need to take an earlier flight,assertive
3299,the 4th,interrogative
3300,and this is your reference number to quote,assertive
3301,and if and if you just want me to verify,assertive
3302,Respect the elders.,imperative
3303,one child,assertive
3304,can you do can is there availability on that  one,interrogative
3305,there is a Piedmont flight at 1:35 through Charlotte North Carolina,assertive
3306,if i bring you back at 4:35 p m on America West,assertive
3307,have you been quoted a fare for the journey,interrogative
3308,it's going to be,assertive
3309,come with me to church,imperative
3310,thank you  very much for your help,assertive
3311,you must return from the station  that you get off at the destination,assertive
3312,and that's why er,assertive
3313,you get the railcard discount which works out to 19 pounds 80,assertive
3314,and the other one's  is leaving at 10:30 from Wigan,interrogative
3315,and i did give you a charge number on that didn't i,imperative
3316,i need to go to from San Jose to Los Angeles on Friday the 14th of July,assertive
3317,14 to 15,assertive
3318,Put down the spoon,imperative
3319,Collect nice books.,imperative
3320,departing  at what time around,interrogative
3321,"Take, if you must, this little bag of dreams",imperative
3322,we have you returning on the 17th of September on US Air flight 5 0 7,assertive
3323,one on the aisle,assertive
3324,it's a Super Saver return i think i need,assertive
3325,getting in at 2:20 in the morning,assertive
3326,but i don't know what um,interrogative
3327,that gets in at 9:40,assertive
3328,bu... but the time seems to be about right,assertive
3329,and what time would you like to depart from  Leicester,interrogative
3330,the day before,interrogative
3331,the 25 percent penalty fare,assertive
3332,we've got the first thing that that comes up is that 9:30 pm flight  otherwise,assertive
3333,and it it's a through train,assertive
3334,we've gotten the car in uh in at LAX from wh... wh... what rental agency,interrogative
3335,Don't press that button.,imperative
3336,it's going to be 98 for round trip,imperative
3337,connects through Denver,assertive
3338,but do they,interrogative
3339,and we want to go ahead with the 258 dollar fare that  has the 25,imperative
3340,there's nothing really that gets in that early,assertive
3341,and then on the return on Sunday,assertive
3342,i'm just checking early morning,assertive
3343,i can send your United number to Hertz,assertive
3344,"Come over here, let me show you!",imperative
3345,so probably SFO is better actually,assertive
3346,which is 0 1 1 9 0 8,assertive
3347,can you confirm that address for me please,interrogative
3348,i'm just going to check to see what's the cheapest fare available to you,imperative
3349,can we book on that one please,interrogative
3350,at what time does it get to Toronto,interrogative
3351,why,interrogative
3352,it's 50 percent refund less five pounds,assertive
3353,they're going to be exactly the same,assertive
3354,if you see what i mean,assertive
3355,Write an email to your boss.,imperative
3356,Help the poor.,imperative
3357,lets take a walk on the wild side.,imperative
3358,but travelling on weekend days,assertive
3359,he needs   he needs to arrive in Miami sooner than what shows,assertive
3360,and that get... get's back in the bay area at what time,interrogative
3361,flying to Miami right,interrogative
3362,and if you needed to change any of the times of travel,assertive
3363,we have him on US Air flight 2 6 5 0 on the 14th of June,assertive
3364,i need to catch the first flight from ORD out to Greenbay Wisconsin uh Monday morning,assertive
3365,as far as you're inquiring about penalties and stuff,assertive
3366,could you pull up a reservation for me please,interrogative
3367,for instance i can get you a 158 dollar 25 percent penalty round trip fare out of San Jose,assertive
3368,the 9:18,assertive
3369,i've just been in touch with the 0 3 4 5 1 2 1 9 6 2 number,assertive
3370,if you could leave at like 1 in the morning,assertive
3371,this is A B,assertive
3372,are you only going one way or do you have transportation returning,interrogative
3373,Go back to Mississippi,imperative
3374,it's the best available,assertive
3375,what type of credit card is that you hold,interrogative
3376,we can put him,assertive
3377,it turns out there's an earlier United flight a 3:40,assertive
3378,to get that 449,assertive
3379,if you can't make your journey and wish to cancel,assertive
3380,that's what i needed,assertive
3381,and that start at the 3rd of October,interrogative
3382,the railcard,interrogative
3383,i think i i got a Super Advance or a Super Saver or something like that,assertive
3384,there's a Delta non-stop at 7:40 a m,assertive
3385,British Air has a 174 14 round trip,assertive
3386,could you give me a contact telephone number please,interrogative
3387,Get vaccinated before the age of twelve months.,imperative
3388,and do you have a current railcard,interrogative
3389,it doesn't really matter  whatever,assertive
3390,to Newark,assertive
3391,"Find the document titled ""test""",imperative
3392,and we're thinking about whether we should ask them to pay for first class travel,imperative
3393,un... unless you can find a three point by going to Moscow,assertive
3394,you're saying i can't go on the 14:58 anyway,interrogative
3395,we've got you on American flight 9 3 0 8,assertive
3396,about 9 o'clock,assertive
3397,but then you... you're probably just as easy to take,assertive
3398,tha... i i thought you said December,assertive
3399,on the 6:34 from Wigan please,assertive
