,sentence,label
5138,that's what i'm looking at,assertive
5139,it is sold out,assertive
5140,that's not a good new,assertive
5141,that's not good news,assertive
5143,out of JFK um,assertive
5144,is Friday open,interrogative
5145,let me check here,assertive
5146,i'm showing economy on Pan Am is open,assertive
5147,on that Thursday,interrogative
5148,on the 11th,assertive
5149,we have to get him to Riyadh one way or another,assertive
5150,let's sign him up with whatever we can,assertive
5151,and then returning from there,interrogative
5152,open,assertive
5153,we don't know when t... he's gonna come back yet,assertive
5154,but it'll be the same routing,assertive
5155,if you have to  estimate a price,assertive
5156,we've got him on Piedmont flight f... 11:54,assertive
5157,on the 11th of May,assertive
5158,Piedmont 11:54,imperative
5159,on 5 11,assertive
5160,out of Phoenix at 9:25 a m,assertive
5161,into Baltimore at 4:56 p m,assertive
5162,same day on the 11th of May,assertive
5163,it's Piedmont flight   45 35,assertive
5164,45 35,assertive
5165,out of Baltimore at 5:55 p m,assertive
5166,5:55,interrogative
5167,into JFK at 7:10 p m,assertive
5168,connecting there with PanAm flight 10 66,assertive
5169,leaving JFK at 9:15 p m,assertive
5170,9:15,interrogative
5171,and getting into Riyadh at 7:15 p m the following day,assertive
5172,if you want to look that up,assertive
5173,and i'll look at  a couple of things on this and um give you a call back either today or tomorrow morning as far as faring goes,imperative
5174,okay,interrogative
5176,thing,assertive
5183,i want er two tickets to er from er Leicester to Newton Abbot,imperative
5184,from Leicester to Newton Abbot,assertive
5188,i want to travel on Tuesday the 6th,imperative
5190,does anyone have a railcard who's travelling,interrogative
5191,and what time would you like to depart from  Leicester,interrogative
5192,it's it's about em em well erm 6,assertive
5193,6:18,assertive
5195,and erm  it gets in at erm  to Birmingham at 10:15,assertive
5196,is that changing at Birmingham,interrogative
5197,and it's the 11 o'clock train from Birmingham,imperative
5198,arriving in Newton Abbot for 14:02,interrogative
5201,and then on the Thursday,assertive
5202,i think it's the 8th,assertive
5204,12:21,assertive
5205,from Newton Abbot,interrogative
5206,that's arriving in Birmingham New Street for 15:42,assertive
5207,then departing there at 16:06 to arrive in Leicester at 17:01,assertive
5209,i'm just going to check to see what's the cheapest fare available to you,imperative
5211,i'm checking for the Super Advance Return at 41 pounds 50 each,assertive
5212,i'm checking availability there,assertive
5213,the 9:18,assertive
5214,changing at Birmingham New Street,assertive
5215,arriving in Newton Abbot is ok,assertive
5216,i'm just checking for the Thursday on the return,assertive
5217,the 12:21,assertive
5218,that's available as well,assertive
5223,as long as i...,assertive
5224,i fancy sort of,assertive
5226,the trouble is i've just had a ticket,assertive
5227,and and she said she was going to put me on a table,assertive
5228,but the er,assertive
5229,when i've had just received them,assertive
5230,they're the wrong  erm wrong date,assertive
5231,so i've got to send these back,assertive
5232,and i'm re... reordering now,assertive
5233,the right date,assertive
5234,you send those tickets back  to our customer services department,assertive
5235,is it was a table you'd prefer,interrogative
5238,you're travelling from Leicester at 9:18 in the morning,interrogative
5239,you arrive in Birmingham New Street at 10:15,assertive
5240,you depart Birmingham New Street 11 a m  to arrive in Newton Abbot at 14:02,assertive
5241,it's the 8th of October,assertive
5242,you'll be travelling at 12:21 from Newton Abbot,assertive
5243,you arrive in Birmingham New Street at 15:42,assertive
5244,then you depart Birmingham New Street at 16:06 to arrive in Leicester at 17:01,assertive
5246,the total cost is 83 pounds return,assertive
5247,with the Super Advance ticket,assertive
5248,you must stick to the dates and the times that you book,assertive
5250,yes,assertive
5251,if you have to cancel however,assertive
5252,if you cancel by 2 o'clock the day before travel,assertive
5253,it's a full refund less 5 pounds admin charge,assertive
5258,you must do so by 2 o'clock the day before travel as well,assertive
5259,subject to availability and 5 pounds charge per ticket,assertive
5260,your surname please,interrogative
5263,and your title please,interrogative
5267,0 1 7,assertive
5273,double 6,assertive
5275,6 0,assertive
5276,6 zero,assertive
5277,1 4,assertive
5279,and the postcode to where the credit card is registered to,interrogative
5280,is   16,assertive
5282,for,imperative
5284,it's 7 2 2   Road,assertive
5285,Winston,assertive
5286,Leicester,assertive
5287,that's where the two tickets will be posted out to,assertive
5290,it's a Visa,assertive
5291,and the long number across the Visa please,interrogative
5292,is er 1 6  4 7,assertive
5293,1 6 4 7,assertive
5294,6 4,assertive
5296,0 1,assertive
5300,7 1,assertive
5306,and your expiry date,interrogative
5307,it it's it's er the 10th of er 98,assertive
5308,the 10th 98,assertive
5309,83 pounds will be debited from that card,assertive
5311,a pen,interrogative
5312,not at the moment,assertive
5315,quickly,assertive
5316,i've got one now,assertive
5317,this is the reference number that your tickets have been booked  under,assertive
5319,and it's 8 4 2,assertive
5320,8 4 2,assertive
5326,and the number 2,assertive
5327,and the 2,assertive
5328,the tickets will go out in the first class post for you this afternoon,assertive
5330,Mrs Nunn,assertive
5332,i'll send these others back now then,imperative
5333,just the address,assertive
5334,it's on the envelope uh uh enclosed when the tickets arrive,assertive
5336,right then,assertive
5338,thank  you calling now,assertive
5339,thank you now,assertive
5346,a journey from Liverpool to Newcastle,assertive
5347,leaving Liverpool at 12,assertive
5348,either the 12:17 or 12:22 on Saturday the 4th of Oct...,assertive
5349,Saturday the 3rd of October,assertive
5352,and is it just for 1,interrogative
5355,it's a Super Saver return i think i need,assertive
5356,i'm just going to check the 12:17 from Liverpool Lime Street arrives in Newcastle,imperative
5358,and that's Saturday the 3rd of October,interrogative
5359,this Saturday,interrogative
5362,i think it's the 17:20 leaves Newcastle,assertive
5363,gets back into Liverpool 20:56,assertive
5364,Su... Sunday the 4th,interrogative
5365,departing at 17:20  from Newcastle,interrogative
5366,arriving at 20:56 in Liverpool Lime Street,interrogative
5368,the cheapest fare is 41 pounds 40 return,assertive
5369,and that's your Super Saver,assertive
5371,if you miss any services that i'm going to reserve you on,imperative
5380,could you give me a contact telephone number please,interrogative
5381,i'll give you thi...,imperative
5382,the one for day time is 9 9 1,assertive
5383,0 1 1 4,assertive
5385,if you need it,assertive
5386,9 9 1,assertive
5387,4 7 4 7,assertive
5388,and it's extension 1 0 5 9,assertive
5389,1 0 5 9,assertive
5390,i can give you a home phone number as well if you want,assertive
5391,that one will do fine,assertive
5392,your postcode to where your credit card is registered to,interrogative
5393,5 8,assertive
5394,8  for   for,interrogative
5397,number 13,assertive
5398,Lane,assertive
5399,Heswall,assertive
5400,double,assertive
5401,Wirral Merseyside,assertive
5404,sad,assertive
5405,i thought thought you'd,assertive
5406,when you said confirm it i thought it'd come up on your screen there,assertive
5407,it's ok,assertive
5409,smoking please,assertive
5410,you're travelling from Liverpool Lime Street to Newcastle on Sunday,assertive
5411,Saturday the  3rd of October,assertive
5412,departing at 12:17,assertive
5413,and it's for 1 person smoking,assertive
5414,be coach  for,assertive
5415,seat number 34,assertive
5416,it's actually booking me in non-smoking,assertive
